Scenario ID,Type,Scenario Name,Description,KPI ID,Impact Type,Impact Value,Plausibility,Severity,Recovery Qtrs,Mitigation Lever,Calibration Source,Applied_Severity_Mult
S21_v0.5_2,Stress,Cocoa/commodity crash - fiscal squeeze,"Cocoa prices fall 40%, export revenues drop",GDP,delta,-0.9217,3,3,2,FX hedging,FY23 cocoa shock,0.5
S12_v1.0_2,Combined,Fintech disruption + regulatory pressure,Bank-led wallets capture MoMo share + e-levy hike,SEG03,pct,-27.8466,3,4,4,Fintech strategy,industry analysis,1.0
S07_v0.5_1,Shock,Spectrum dispute - 4G degradation,"Regulator forces spectrum reallocation, 4G speeds drop",FIN01,pct,-3.9215,2,4,2,Litigation & lobbying,MTN Nigeria precedent,0.5
S69_v1.0_2,Stress,MoMo fraud surge +200%,"Fraud losses double, customer trust dips",SEG03,pct,-5.1694,3,3,2,Fraud detection,trust erosion,1.0
S64_v0.5_1,Stress,NCA very large fine GHS 1.2bn,Major anti‑trust fine,FIN03,delta,-1.6121,2,5,4,Legal reserve,EBITDA reduction,0.5
S56_v1.0_2,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,SEG03,pct,-43.3277,1,5,8,Comprehensive resilience,MoMo wipeout,1.0
S59_v1.0_1,Stress,Inflation 15% (moderate),CPI rises to 15% on food prices,FIN03,delta,-1.548,3,2,1,Cost control (enhanced),FY23 average,1.0
S15_v1.5_2,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",OPS04,pct,-34.6804,2,5,4,Emergency tariff repricing,ARPU collapse,1.5
S60_v1.5_2,Stress,Inflation 35% (severe),CPI hits 35% after currency crisis,FIN03,delta,-6.4207,2,5,3,Price elasticity,FY22 extreme,1.5
S29_v1.5_2,Shock,NCA partial licence revocation,NCA revokes MTN's data licence in 2 regions,SubscriberExodus,pct,-28.3124,1,5,8,Legal defence,market loss,1.5
S55_v0.5_1,Upside,Cedi appreciation +40%,Cedi appreciates 40% on structural reforms,FIN03,delta,1.9658,2,4,3,Currency management,FY25 magnitude,0.5
S17_v1.5_1,Stress,BoG emergency rate hike to 35%,MPC hikes policy rate to 35% in emergency meeting,Dividend,pct,-85.8472,2,4,2,Refinancing,cash preservation,1.5
S20_v1.5_2,Stress,IMF conditionality tightening,"IMF demands higher tariffs, spending cuts",FIN01,pct,-3.545,3,3,3,Strategic planning (enhanced),FY23 IMF programme,1.5
S47_v0.5_2,Stress,ECG load-shedding Stage 6 - 6 months,"Daily 8‑hour power cuts, diesel costs quadruple",FIN03,delta,-1.2219,3,4,4,Alternative power,margin impact,0.5
S18_v0.5_2,Stress,Ghana sovereign downgrade to junk,"Moody's cuts Ghana to Caa1, foreign debt frozen",RiskPremium,delta,216.7696,2,4,6,Onshore reinvestment,sovereign spread,0.5
S09_v1.5_2,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Fine,abs,284.3201,2,4,4,Data governance (enhanced),regulatory penalty,1.5
S08_v1.5_1,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,FIN01,pct,-3.2599,2,3,2,Disaster recovery,FY21 flooding impact,1.5
S63_v1.0_1,Stress,NCA small fine GHS 100m,Minor compliance fine,FIN03,delta,-0.4759,4,2,1,Compliance,one‑off impact,1.0
S67_v0.5_1,Upside,5G auction win - MTN leads,MTN wins 5G spectrum cheaply,DataARPU,pct,0.803,4,3,3,5G leadership,premium pricing,0.5
S03_v1.0_1,Stress,MoMo e-levy increase to 1.5%,Govt raises e-levy from 1% to 1.5%,OPS01,pct,-14.0298,3,4,2,Pricing strategy (enhanced),user decline observed,1.0
S21_v1.5_2,Stress,Cocoa/commodity crash - fiscal squeeze,"Cocoa prices fall 40%, export revenues drop",GDP,delta,-3.4504,3,3,2,FX hedging,FY23 cocoa shock,1.5
S84_v0.5_1,Stress,Removal of roaming surcharge,ECOWAS free roaming enforced,FIN01,pct,-0.1532,4,2,1,Regional negotiation,small erosion,0.5
S09_v1.5_1,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Reputation,delta,-3.7709,2,4,4,Data governance (enhanced),GDPR analogue,1.5
S31_v1.0_1,Stress,Data Protection Act fine - major enforcement,DPC fines MTN GHS 500m for data breach,Fine,abs,510.682,3,3,2,Data compliance,DPC enforcement guidelines,1.0
S45_v1.5_2,Stress,OTT substitution accelerates - voice collapse,WhatsApp voice + video kills traditional voice,SMSRev,pct,-40.8732,4,3,2,OTT monetisation,declining usage,1.5
S26_v1.0_2,Stress,Spectrum refarming forced at cost,Refarming 2G/3G to 4G/5G at NCA's cost,Capex,abs,831.32,3,3,3,Network planning,MTN SA refarming cost,1.0
S50_v1.5_1,Shock,CEO + CFO simultaneous departure,Both top executives resign unexpectedly,StrategyRisk,delta,1.4331,2,3,1,Succession planning,execution,1.5
S19_v1.0_1,Upside,Cedi appreciation +30%,Cedi strengthens 30% on oil windfall,FIN01,pct,10.4617,3,3,2,Shareholder returns (enhanced),FY25 tailwind,1.0
S01_v0.5_2,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,FIN02,pct,-5.4923,3,4,3,Emergency tariff repricing (enhanced),FY22 analogue 0.32 elasticity,0.5
S65_v1.0_2,Stress,Tariff cap -15% (mild),Data price cap at 0.65 GHS/GB,DataARPU,pct,-1.456,4,2,2,Pricing agility,revenue loss,1.0
S64_v0.5_1,Stress,NCA very large fine GHS 1.2bn,Major anti‑trust fine,Fine,abs,595.1926,2,5,4,Legal reserve,extreme penalty,0.5
S65_v1.0_1,Stress,Tariff cap -15% (mild),Data price cap at 0.65 GHS/GB,DataARPU,pct,-1.5212,4,2,2,Pricing agility,revenue loss,1.0
S26_v1.5_2,Stress,Spectrum refarming forced at cost,Refarming 2G/3G to 4G/5G at NCA's cost,OPS07,delta,-2.6997,3,3,3,Network planning (enhanced),coverage gap,1.5
S36_v1.0_2,Shock,Subsea cable cut - bandwidth crisis,"International fibre cut, 50% capacity loss for 3 weeks",EnterpriseRevenue,pct,-8.2414,2,3,1,Alternative routing,2024 WACS outage,1.0
S79_v0.5_2,Stress,Mobile termination rate cut,Regulator cuts MTR by 50%,FIN01,pct,-0.7907,4,3,2,Wholesale pricing,revenue loss,0.5
S02_v1.0_1,Stress,Inflation resurgence to 25%,CPI hits 25% due to fiscal slippage,Opex,delta,17.31,3,3,2,Cost optimisation,operating leverage,1.0
S11_v0.5_2,Combined,Ghana macro reversal,"IMF suspension, cedi collapse, inflation spike",FIN01,pct,-6.4078,3,5,6,Diversification,compound FY22-FY23,0.5
S15_v1.5_2,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",FIN01,pct,-23.1465,2,5,4,Emergency tariff repricing,FY22 0.32 elasticity compounded,1.5
S68_v1.0_1,Stress,Subsea cable cut - minor 1 week,"Single fibre cut, 10% capacity loss",FIN01,pct,-0.5027,4,2,1,Redundancy planning,limited impact,1.0
S54_v1.5_1,Upside,Ghana GDP 8%+ super-cycle,"Oil & mining boom, GDP growth >8%",OPS04,pct,14.2686,2,3,2,Macro hedging,ARPU uplift,1.5
S60_v1.0_1,Stress,Inflation 35% (severe),CPI hits 35% after currency crisis,Opex,pct,23.225,2,5,3,Price elasticity,cost pass-through,1.0
S73_v0.5_1,Stress,Localised flood - 50 sites down,Regional flooding affects 50 towers,FIN01,pct,-0.1605,4,2,1,Local resilience,short outage,0.5
S09_v1.5_1,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Churn,pct,8.2601,2,4,4,Data governance,customer flight,1.5
S44_v1.0_1,Shock,Bank-led mobile wallet captures MoMo share,Consortium of banks launches unified wallet,SEG03,pct,-21.4661,3,4,3,Fintech partnership,revenue loss,1.0
S46_v1.0_1,Stress,Starlink Ghana rural expansion,Starlink launches low‑cost rural satellite broadband,ARPU,delta,-0.4931,3,3,2,Satellite partnership,pricing pressure,1.0
S16_v1.5_2,Stress,Hyperinflation return - 50%+,"Inflation exceeds 50%, currency crisis deepens",OPS01,pct,-5.4809,2,5,6,Cost pass-through (enhanced),reduced affordability,1.5
S43_v0.5_2,Stress,Price war - all operators cut data 40%,"Industry‑wide data price war, 40% cuts",FIN03,delta,-1.7947,3,4,2,Cost leadership (enhanced),EBITDA margin,0.5
S61_v1.0_2,Upside,Policy rate cut to 20% (stimulus),BoG cuts rate aggressively,FIN01,pct,2.202,3,3,2,Debt restructuring,lower borrowing cost,1.0
S38_v1.5_2,Shock,National grid + telecoms cyberattack,State‑sponsored attack on grid and telcos,EmergencyOpex,pct,38.7764,1,5,8,National security,restoration cost,1.5
S59_v1.0_2,Stress,Inflation 15% (moderate),CPI rises to 15% on food prices,FIN01,pct,-2.061,3,2,1,Cost control (enhanced),revenue drag,1.0
S01_v1.5_2,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,OPS04,pct,-21.975,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,1.5
S08_v0.5_2,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,Capex,pct,7.8083,2,3,2,Disaster recovery (enhanced),replacement cost,0.5
S19_v1.5_1,Upside,Cedi appreciation +30%,Cedi strengthens 30% on oil windfall,FIN01,pct,15.4454,3,3,2,Shareholder returns (enhanced),FY25 tailwind,1.5
S15_v1.0_2,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",FIN02,pct,-21.1481,2,5,4,Emergency tariff repricing (enhanced),EBITDA erosion,1.0
S53_v1.0_2,Upside,MoMo lending / micro-insurance breakthrough,"MoMo lending scales 5x, insurance attach rate 20%",DigitalRev,pct,95.9552,3,4,4,Fintech growth,new revenue,1.0
S88_v0.5_2,Stress,MTN Group cross‑guarantee,"Parent guarantees Ghana debt, improves credit",CreditSpread,delta,-53.6766,4,2,2,Group treasury (enhanced),debt cost down,0.5
S11_v1.5_1,Combined,Ghana macro reversal,"IMF suspension, cedi collapse, inflation spike",OPS01,pct,-3.5045,3,5,6,Diversification,population impact,1.5
S07_v0.5_2,Shock,Spectrum dispute - 4G degradation,"Regulator forces spectrum reallocation, 4G speeds drop",DataUsage,pct,-7.4563,2,4,2,Litigation & lobbying (enhanced),user experience decline,0.5
S50_v0.5_2,Shock,CEO + CFO simultaneous departure,Both top executives resign unexpectedly,SharePrice,pct,-4.7228,2,3,1,Succession planning,market reaction,0.5
S42_v0.5_1,Stress,AT Ghana recapitalisation,"AirtelTigo gets new investor, aggressive marketing",SubsGrowth,delta,-1.6294,3,3,2,Marketing efficiency (enhanced),historical precedent,0.5
S11_v0.5_1,Combined,Ghana macro reversal,"IMF suspension, cedi collapse, inflation spike",FIN03,delta,-1.9967,3,5,6,Diversification,compound margin impact,0.5
S17_v0.5_2,Stress,BoG emergency rate hike to 35%,MPC hikes policy rate to 35% in emergency meeting,Dividend,pct,-28.0057,2,4,2,Refinancing (enhanced),cash preservation,0.5
S61_v1.0_1,Upside,Policy rate cut to 20% (stimulus),BoG cuts rate aggressively,FIN01,pct,1.7559,3,3,2,Debt restructuring (enhanced),lower borrowing cost,1.0
S71_v1.0_2,Stress,New MVNO niche (youth),Small MVNO takes 2% of prepaid market,OPS01,pct,-0.4953,4,2,2,Segment defence,niche loss,1.0
S58_v0.5_1,Stress,Cedi devaluation -50% (extreme),"Cedi loses 50% in 6 months, hyperinflation",FIN03,delta,-2.9124,1,6,8,Contingency planning (enhanced),margin collapse,0.5
S73_v0.5_2,Stress,Localised flood - 50 sites down,Regional flooding affects 50 towers,FIN01,pct,-0.1338,4,2,1,Local resilience,short outage,0.5
S66_v0.5_2,Stress,Tariff floor removal only,"Price floor removed, moderate competition",FIN01,pct,-2.1446,3,3,2,Value stacking,Kenya analogue,0.5
S34_v0.5_2,Shock,MoMo vendor insolvency - forced migration,"MoMo platform vendor goes bankrupt, 15‑day migration",EmergencyCapex,abs,624.3492,2,4,6,Vendor diversification,industry risk,0.5
S23_v0.5_1,Shock,BoG FX intervention failure - disorderly devaluation,"Cedi hits 18 GHS/USD, BoG runs out of reserves",Cedi,delta,-15.6941,2,5,6,Hard currency reserves (enhanced),FY22 disorderly,0.5
S03_v1.0_2,Stress,MoMo e-levy increase to 1.5%,Govt raises e-levy from 1% to 1.5%,SEG03,pct,-28.1293,3,4,2,Pricing strategy,Q2 2022 e-levy impact,1.0
S82_v0.5_1,Upside,AI customer service breakthrough,AI reduces call centre costs 30%,FIN03,delta,1.0066,4,3,2,Automation investment,cost reduction,0.5
S10_v0.5_2,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,OPS04,pct,-6.3718,3,4,2,Product differentiation,FY19 competition,0.5
S65_v0.5_1,Stress,Tariff cap -15% (mild),Data price cap at 0.65 GHS/GB,DataARPU,pct,-0.6891,4,2,2,Pricing agility (enhanced),revenue loss,0.5
S10_v1.0_2,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,OPS01,pct,-2.6177,3,4,2,Product differentiation (enhanced),subscriber churn,1.0
S01_v1.5_1,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,OPS04,pct,-21.4189,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,1.5
S33_v0.5_2,Shock,Ransomware - core network 10-day outage,"Full network outage due to ransomware, 10 days",OPS01,pct,-2.3938,1,5,4,Cyber insurance,subscriber loss,0.5
S03_v0.5_1,Stress,MoMo e-levy increase to 1.5%,Govt raises e-levy from 1% to 1.5%,OPS01,pct,-7.3682,3,4,2,Pricing strategy,user decline observed,0.5
S11_v1.5_2,Combined,Ghana macro reversal,"IMF suspension, cedi collapse, inflation spike",OPS01,pct,-4.3777,3,5,6,Diversification,population impact,1.5
S70_v1.5_1,Stress,Telecel mild price promotion,10% discount on weekend calls,OPS04,pct,-1.5233,4,2,1,Retention campaigns,minor churn,1.5
S33_v1.5_2,Shock,Ransomware - core network 10-day outage,"Full network outage due to ransomware, 10 days",OPS01,pct,-8.1652,1,5,4,Cyber insurance (enhanced),subscriber loss,1.5
S55_v1.5_2,Upside,Cedi appreciation +40%,Cedi appreciates 40% on structural reforms,FIN03,delta,5.8548,2,4,3,Currency management,FY25 magnitude,1.5
S55_v1.5_2,Upside,Cedi appreciation +40%,Cedi appreciates 40% on structural reforms,FXGain,delta,1.473,2,4,3,Currency management,net assets,1.5
S32_v0.5_1,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,FIN01,pct,-6.8975,2,5,6,Unified response,compound effect,0.5
S16_v0.5_2,Stress,Hyperinflation return - 50%+,"Inflation exceeds 50%, currency crisis deepens",OPS01,pct,-1.8471,2,5,6,Cost pass-through,reduced affordability,0.5
S58_v0.5_1,Stress,Cedi devaluation -50% (extreme),"Cedi loses 50% in 6 months, hyperinflation",FIN01,pct,-9.3282,1,6,8,Contingency planning,elasticity extrapolation,0.5
S70_v1.0_2,Stress,Telecel mild price promotion,10% discount on weekend calls,OPS04,pct,-1.2072,4,2,1,Retention campaigns (enhanced),minor churn,1.0
S14_v1.0_2,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",FIN01,pct,-4.7897,3,5,4,Base case review,FY22 data,1.0
S02_v1.0_1,Stress,Inflation resurgence to 25%,CPI hits 25% due to fiscal slippage,FIN03,delta,-2.9722,3,3,2,Cost optimisation,FY22 inflation impact,1.0
S63_v1.5_1,Stress,NCA small fine GHS 100m,Minor compliance fine,Fine,abs,156.1632,4,2,1,Compliance,industry norm,1.5
S29_v1.5_2,Shock,NCA partial licence revocation,NCA revokes MTN's data licence in 2 regions,FIN01,pct,-48.7931,1,5,8,Legal defence,extreme tail risk,1.5
S86_v1.0_1,Upside,Green energy subsidy,Govt subsidises solar for cell sites,FIN03,delta,0.5381,4,2,2,Solar investment (enhanced),operating cost,1.0
S22_v1.5_1,Stress,Oil price spike - pass-through inflation,"Crude oil +50%, diesel +80%",DieselCost,pct,55.2499,3,3,1,Energy transition (enhanced),FY22 fuel price,1.5
S14_v0.5_2,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",FIN03,delta,-2.5984,3,5,4,Base case review (enhanced),opposite of FY25,0.5
S02_v0.5_2,Stress,Inflation resurgence to 25%,CPI hits 25% due to fiscal slippage,Opex,delta,8.7774,3,3,2,Cost optimisation,operating leverage,0.5
S47_v1.0_2,Stress,ECG load-shedding Stage 6 - 6 months,"Daily 8‑hour power cuts, diesel costs quadruple",DieselOpex,abs,864.6283,3,4,4,Alternative power,2024 load-shedding,1.0
S88_v1.0_1,Stress,MTN Group cross‑guarantee,"Parent guarantees Ghana debt, improves credit",CreditSpread,delta,-111.1397,4,2,2,Group treasury (enhanced),debt cost down,1.0
S23_v1.0_1,Shock,BoG FX intervention failure - disorderly devaluation,"Cedi hits 18 GHS/USD, BoG runs out of reserves",Cedi,delta,-34.2731,2,5,6,Hard currency reserves,FY22 disorderly,1.0
S31_v0.5_2,Stress,Data Protection Act fine - major enforcement,DPC fines MTN GHS 500m for data breach,Fine,abs,253.9311,3,3,2,Data compliance,DPC enforcement guidelines,0.5
S88_v1.0_2,Stress,MTN Group cross‑guarantee,"Parent guarantees Ghana debt, improves credit",CreditSpread,delta,-97.9996,4,2,2,Group treasury (enhanced),debt cost down,1.0
S49_v1.0_2,Stress,Tower equipment supply chain disruption,Huawei sanctions delay tower equipment 6 months,CapexEfficiency,pct,-26.7983,3,3,2,Supplier diversification,global chip shortage,1.0
S80_v1.5_2,Stress,Free MoMo transaction period,Govt mandates 6 months zero fees,SEG03,pct,-17.0341,4,3,2,Fintech reprieve,waiver impact,1.5
S56_v0.5_2,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,Dividend,abs,-0.0121,1,5,8,Comprehensive resilience (enhanced),suspended,0.5
S58_v1.0_2,Stress,Cedi devaluation -50% (extreme),"Cedi loses 50% in 6 months, hyperinflation",FIN03,delta,-5.0561,1,6,8,Contingency planning,margin collapse,1.0
S12_v1.0_1,Combined,Fintech disruption + regulatory pressure,Bank-led wallets capture MoMo share + e-levy hike,SEG03,pct,-29.9706,3,4,4,Fintech strategy,industry analysis,1.0
S72_v1.0_1,Stress,ECG load-shedding Stage 3 - 3 months,Daily 4‑hour power cuts,SiteAvailability,delta,-0.9057,4,3,3,Power backup,minor degradation,1.0
S74_v0.5_1,Stress,Labour dispute - 1 week strike,"Short strike, minimal impact",Opex,abs,26.2694,4,2,1,Labour relations,small cost,0.5
S32_v1.5_2,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,Capex,pct,30.8027,2,5,6,Unified response,forced investment,1.5
S88_v1.5_1,Stress,MTN Group cross‑guarantee,"Parent guarantees Ghana debt, improves credit",CreditSpread,delta,-148.3883,4,2,2,Group treasury,debt cost down,1.5
S68_v1.5_2,Stress,Subsea cable cut - minor 1 week,"Single fibre cut, 10% capacity loss",FIN01,pct,-0.8118,4,2,1,Redundancy planning (enhanced),limited impact,1.5
S40_v1.0_2,Stress,Telecel aggressive bundle reset,Telecel launches low‑price voice+data bundle,OPS04,pct,-7.8201,4,3,2,Value proposition,competitor analysis,1.0
S10_v1.5_1,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,OPS04,pct,-20.3507,3,4,2,Product differentiation,FY19 competition,1.5
S47_v1.0_1,Stress,ECG load-shedding Stage 6 - 6 months,"Daily 8‑hour power cuts, diesel costs quadruple",FIN03,delta,-2.3023,3,4,4,Alternative power (enhanced),margin impact,1.0
S78_v1.5_1,Stress,Corporate tax hike to 30%,Govt raises corporate tax rate,PAT,pct,-8.0851,3,3,2,Tax planning (enhanced),earnings impact,1.5
S10_v0.5_1,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,FIN01,pct,-3.3459,3,4,2,Product differentiation,revenue erosion,0.5
S50_v1.0_2,Shock,CEO + CFO simultaneous departure,Both top executives resign unexpectedly,StrategyRisk,delta,0.9882,2,3,1,Succession planning,execution,1.0
S80_v1.5_1,Stress,Free MoMo transaction period,Govt mandates 6 months zero fees,SEG03,pct,-15.0523,4,3,2,Fintech reprieve,waiver impact,1.5
S09_v1.0_1,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Churn,pct,5.8489,2,4,4,Data governance,customer flight,1.0
S69_v1.5_1,Stress,MoMo fraud surge +200%,"Fraud losses double, customer trust dips",SEG03,pct,-7.5145,3,3,2,Fraud detection (enhanced),trust erosion,1.5
S56_v1.0_1,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,SEG03,pct,-37.859,1,5,8,Comprehensive resilience,MoMo wipeout,1.0
S60_v1.5_1,Stress,Inflation 35% (severe),CPI hits 35% after currency crisis,Opex,pct,42.6809,2,5,3,Price elasticity (enhanced),cost pass-through,1.5
S07_v1.0_2,Shock,Spectrum dispute - 4G degradation,"Regulator forces spectrum reallocation, 4G speeds drop",OPS07,delta,-2.5965,2,4,2,Litigation & lobbying (enhanced),coverage reduction,1.0
S14_v1.5_1,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",FIN01,pct,-7.7051,3,5,4,Base case review,FY22 data,1.5
S83_v1.0_2,Stress,Diesel tax rebate,Govt removes fuel tax for telcos,FIN03,delta,0.5009,4,2,1,Government relations (enhanced),benefit,1.0
S07_v0.5_2,Shock,Spectrum dispute - 4G degradation,"Regulator forces spectrum reallocation, 4G speeds drop",FIN01,pct,-3.7588,2,4,2,Litigation & lobbying,MTN Nigeria precedent,0.5
S28_v0.5_2,Stress,BoG MoMo interoperability mandate,Compulsory low‑cost interoperability with banks,SEG03,pct,-7.3896,4,4,2,Fintech platform,Tanzania analogue,0.5
S27_v1.5_2,Stress,Parliament social tariff floor,"Minimum data price floor removed, intense price war",ARPU,delta,-3.8843,3,4,2,Pricing strategy,revenue per user,1.5
S60_v1.5_1,Stress,Inflation 35% (severe),CPI hits 35% after currency crisis,FIN03,delta,-7.3962,2,5,3,Price elasticity,FY22 extreme,1.5
S40_v1.5_1,Stress,Telecel aggressive bundle reset,Telecel launches low‑price voice+data bundle,DataShare,delta,-3.2148,4,3,2,Value proposition,market share shift,1.5
S78_v0.5_2,Stress,Corporate tax hike to 30%,Govt raises corporate tax rate,PAT,pct,-2.7324,3,3,2,Tax planning (enhanced),earnings impact,0.5
S47_v0.5_1,Stress,ECG load-shedding Stage 6 - 6 months,"Daily 8‑hour power cuts, diesel costs quadruple",SiteAvailability,delta,-1.3333,3,4,4,Alternative power,service uptime,0.5
S07_v1.5_2,Shock,Spectrum dispute - 4G degradation,"Regulator forces spectrum reallocation, 4G speeds drop",DataUsage,pct,-20.2577,2,4,2,Litigation & lobbying,user experience decline,1.5
S03_v1.5_2,Stress,MoMo e-levy increase to 1.5%,Govt raises e-levy from 1% to 1.5%,OPS01,pct,-23.0918,3,4,2,Pricing strategy,user decline observed,1.5
S09_v0.5_2,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Churn,pct,2.6836,2,4,4,Data governance (enhanced),customer flight,0.5
S26_v0.5_2,Stress,Spectrum refarming forced at cost,Refarming 2G/3G to 4G/5G at NCA's cost,OPS07,delta,-1.0927,3,3,3,Network planning,coverage gap,0.5
S89_v1.5_1,Upside,NCA quality of service bonus,"MTN meets QoS targets, gets fee rebate",FIN03,delta,0.4389,4,2,1,Network investment,rebate income,1.5
S13_v1.0_2,Combined,Network crisis + climate compound,Major outage + flooding + diesel shortage,Sites,delta,-393.1697,2,5,6,Resilience investment,worst-case scenario,1.0
S46_v1.5_1,Stress,Starlink Ghana rural expansion,Starlink launches low‑cost rural satellite broadband,RuralDataSubs,pct,-8.2137,3,3,2,Satellite partnership (enhanced),competitive threat,1.5
S71_v1.0_1,Stress,New MVNO niche (youth),Small MVNO takes 2% of prepaid market,OPS01,pct,-0.5527,4,2,2,Segment defence,niche loss,1.0
S61_v0.5_1,Upside,Policy rate cut to 20% (stimulus),BoG cuts rate aggressively,FIN03,delta,0.8425,3,3,2,Debt restructuring,interest saving,0.5
S01_v1.0_1,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,FIN03,delta,-2.0387,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,1.0
S65_v0.5_2,Stress,Tariff cap -15% (mild),Data price cap at 0.65 GHS/GB,DataARPU,pct,-0.7537,4,2,2,Pricing agility (enhanced),revenue loss,0.5
S02_v0.5_1,Stress,Inflation resurgence to 25%,CPI hits 25% due to fiscal slippage,Opex,delta,8.3958,3,3,2,Cost optimisation (enhanced),operating leverage,0.5
S30_v1.0_1,Shock,SIM re-registration 2.0 - 6-month disruption,"Mandatory new SIM registration, 6‑month process",ActiveSubs,pct,-8.2433,3,4,6,Stakeholder engagement (enhanced),Nigeria SIM registration,1.0
S45_v1.0_2,Stress,OTT substitution accelerates - voice collapse,WhatsApp voice + video kills traditional voice,SMSRev,pct,-32.8489,4,3,2,OTT monetisation,declining usage,1.0
S15_v0.5_2,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",FIN02,pct,-8.593,2,5,4,Emergency tariff repricing,EBITDA erosion,0.5
S17_v1.0_2,Stress,BoG emergency rate hike to 35%,MPC hikes policy rate to 35% in emergency meeting,Dividend,pct,-55.6437,2,4,2,Refinancing (enhanced),cash preservation,1.0
S85_v1.5_1,Upside,New data centre investment,MTN builds Tier‑4 data centre,EBITDA,delta,0.304,4,3,2,Digital infrastructure,cloud revenue,1.5
S39_v0.5_2,Stress,Network sharing collapse - Telecel dispute,"Telecel ends tower sharing, MTN must build own",Capex,abs,298.8549,3,3,3,Infrastructure investment (enhanced),coverage gap,0.5
S43_v1.5_2,Stress,Price war - all operators cut data 40%,"Industry‑wide data price war, 40% cuts",FIN01,pct,-18.6869,3,4,2,Cost leadership,2018 price war,1.5
S57_v0.5_2,Stress,Cedi devaluation -15% (mild),Cedi weakens 15% gradually,FIN01,pct,-2.0295,3,2,2,Tariff repricing,0.32 elasticity,0.5
S58_v0.5_2,Stress,Cedi devaluation -50% (extreme),"Cedi loses 50% in 6 months, hyperinflation",FIN01,pct,-10.5588,1,6,8,Contingency planning (enhanced),elasticity extrapolation,0.5
S57_v1.0_2,Stress,Cedi devaluation -15% (mild),Cedi weakens 15% gradually,FIN01,pct,-3.6891,3,2,2,Tariff repricing (enhanced),0.32 elasticity,1.0
S15_v1.5_1,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",OPS04,pct,-38.5998,2,5,4,Emergency tariff repricing,ARPU collapse,1.5
S42_v1.5_1,Stress,AT Ghana recapitalisation,"AirtelTigo gets new investor, aggressive marketing",SubsGrowth,delta,-5.0316,3,3,2,Marketing efficiency (enhanced),historical precedent,1.5
S17_v1.0_2,Stress,BoG emergency rate hike to 35%,MPC hikes policy rate to 35% in emergency meeting,WorkingCapital,delta,20.9008,2,4,2,Refinancing,interest cost,1.0
S27_v0.5_1,Stress,Parliament social tariff floor,"Minimum data price floor removed, intense price war",ARPU,delta,-1.4346,3,4,2,Pricing strategy (enhanced),revenue per user,0.5
S09_v0.5_1,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Churn,pct,2.2478,2,4,4,Data governance (enhanced),customer flight,0.5
S63_v1.5_1,Stress,NCA small fine GHS 100m,Minor compliance fine,FIN03,delta,-0.796,4,2,1,Compliance (enhanced),one‑off impact,1.5
S56_v1.5_1,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,FIN01,pct,-35.8613,1,5,8,Comprehensive resilience,extreme tail,1.5
S44_v1.5_1,Shock,Bank-led mobile wallet captures MoMo share,Consortium of banks launches unified wallet,SEG03,pct,-35.0121,3,4,3,Fintech partnership,revenue loss,1.5
